"����","γ��","ҵ��ʱ��","��Ƭ��¼����","��·����","��γ��","�ϳ�վ��","ʵ��վ��"
114.069686,22.551134,"2014/6/11 14:36",330333517,"68·","114.069686,22.551134",37,19
114.061302,22.643749,"2014/6/11 15:29",322942105,"68·","114.061302,22.643749",39,35
114.072151,22.654817,"2014/6/11 16:16",290641612,"68·","114.072151,22.654817",28,39
114.032249,22.639932,"2014/6/11 16:43",660494989,"68·","114.032249,22.639932",2,31
114.076019,22.544767,"2014/6/11 17:34",329641043,"68·","114.076019,22.544767",9,17
114.071899,22.5431,"2014/6/11 17:36",180019211,"68·","114.071899,22.5431",9,17
114.045783,22.519315,"2014/6/11 17:54",292320648,"68·","114.045783,22.519315",8,12
113.996032,22.528949,"2014/6/11 18:15",23274666,"68·","113.996032,22.528949",18,7
113.940551,22.546966,"2014/6/11 18:54",327260094,"68·","113.940551,22.546966",6,3
114.063117,22.537349,"2014/6/11 19:38",322091923,"68·","114.063117,22.537349",21,15
114.040985,22.640233,"2014/6/11 20:31",327507817,"68·","114.040985,22.640233",2,31
114.04393,22.638767,"2014/6/11 20:32",290122794,"68·","114.04393,22.638767",2,31
114.043365,22.52045,"2014/6/12 10:05",291369478,"68·","114.043365,22.52045",8,12
113.940467,22.5491,"2014/6/12 11:37",296189081,"68·","113.940467,22.5491",6,3
114.062614,22.537166,"2014/6/12 12:14",326344126,"68·","114.062614,22.537166",21,15
114.032516,22.629566,"2014/6/12 14:52",293896864,"68·","114.032516,22.629566",10,30
114.035964,22.6196,"2014/6/12 14:56",329344549,"68·","114.035964,22.6196",10,30
114.076019,22.544782,"2014/6/12 15:29",30018953,"68·","114.076019,22.544782",9,17
113.94355,22.539249,"2014/6/12 16:48",20447087,"68·","113.94355,22.539249",29,4
114.03585,22.620317,"2014/6/12 17:49",325173296,"68·","114.03585,22.620317",10,30
114.033218,22.628551,"2014/6/12 17:56",329225235,"68·","114.033218,22.628551",10,30
114.061668,22.641466,"2014/6/12 18:25",321486688,"68·","114.061668,22.641466",11,34
114.061286,22.646533,"2014/6/12 18:27",361222949,"68·","114.061286,22.646533",0,37
114.0615,22.651966,"2014/6/12 20:24",293417951,"68·","114.0615,22.651966",13,36
114.042663,22.6394,"2014/6/12 21:10",322603108,"68·","114.042663,22.6394",2,31
114.03173,22.637216,"2014/6/12 21:15",327182965,"68·","114.03173,22.637216",2,31
114.039932,22.605516,"2014/6/12 21:31",328754207,"68·","114.039932,22.605516",32,26
114.043251,22.520532,"2014/6/12 22:04",292161948,"68·","114.043251,22.520532",8,12
114.061096,22.6499,"2014/6/12 14:58",327126973,"68·","114.061096,22.6499",13,36
113.94065,22.560632,"2014/6/12 11:42",298872676,"68·","113.94065,22.560632",17,2
113.948532,22.530099,"2014/6/12 11:55",20381718,"68·","113.948532,22.530099",3,5
114.036331,22.619066,"2014/6/12 12:52",326933968,"68·","114.036331,22.619066",10,30
114.035964,22.619583,"2014/6/12 15:10",296032235,"68·","114.035964,22.619583",10,30
113.945182,22.5338,"2014/6/12 16:20",293673167,"68·","113.945182,22.5338",29,4
114.063232,22.528549,"2014/6/12 17:36",660647568,"68·","114.063232,22.528549",25,14
114.03392,22.626533,"2014/6/12 18:24",292615148,"68·","114.03392,22.626533",10,30
114.039497,22.641183,"2014/6/12 21:17",327376909,"68·","114.039497,22.641183",2,31
114.040534,22.610149,"2014/6/12 21:36",281118147,"68·","114.040534,22.610149",19,28
114.042716,22.63935,"2014/6/12 10:09",330334509,"68·","114.042716,22.63935",2,31
114.0317,22.637332,"2014/6/12 10:14",328888469,"68·","114.0317,22.637332",2,31
113.940551,22.545017,"2014/6/12 12:19",296306454,"68·","113.940551,22.545017",6,3
114.062232,22.522117,"2014/6/12 12:48",328065340,"68·","114.062232,22.522117",25,14
114.039916,22.605966,"2014/6/12 13:17",327118320,"68·","114.039916,22.605966",32,26
114.035499,22.621749,"2014/6/12 13:23",323683751,"68·","114.035499,22.621749",10,30
114.039451,22.641166,"2014/6/12 15:25",291631727,"68·","114.039451,22.641166",2,31
114.032165,22.639717,"2014/6/12 15:29",291351499,"68·","114.032165,22.639717",2,31
114.064697,22.537834,"2014/6/12 16:18",321782151,"68·","114.064697,22.537834",21,15
113.940498,22.547349,"2014/6/12 17:18",323972230,"68·","113.940498,22.547349",6,3
113.94065,22.540567,"2014/6/12 17:20",280215717,"68·","113.94065,22.540567",6,3
113.944999,22.537082,"2014/6/12 17:23",327029789,"68·","113.944999,22.537082",29,4
114.063262,22.525516,"2014/6/12 17:56",700001823,"68·","114.063262,22.525516",25,14
114.063049,22.528566,"2014/6/12 17:57",324869352,"68·","114.063049,22.528566",25,14
114.04058,22.610567,"2014/6/12 18:36",329554927,"68·","114.04058,22.610567",19,28
114.031852,22.636383,"2014/6/12 18:49",294319942,"68·","114.031852,22.636383",2,31
114.031768,22.637315,"2014/6/12 21:38",290559707,"68·","114.031768,22.637315",2,31
114.072319,22.5431,"2014/6/12 22:13",294127366,"68·","114.072319,22.5431",9,17
114.076133,22.544782,"2014/6/12 11:21",322340030,"68·","114.076133,22.544782",9,17
114.062416,22.563615,"2014/6/12 15:45",325876341,"68·","114.062416,22.563615",31,21
114.029785,22.5282,"2014/6/12 16:21",291883661,"68·","114.029785,22.5282",4,10
113.990798,22.52515,"2014/6/12 17:25",361562595,"68·","113.990798,22.52515",7,6
114.062316,22.639682,"2014/6/12 19:36",294077675,"68·","114.062316,22.639682",11,34
114.06639,22.659515,"2014/6/12 20:54",295040723,"68·","114.06639,22.659515",1,37
114.041648,22.639734,"2014/6/12 21:24",327457940,"68·","114.041648,22.639734",2,31
114.063247,22.655782,"2014/6/12 15:14",325666882,"68·","114.063247,22.655782",1,37
114.057914,22.637382,"2014/6/12 15:23",330302128,"68·","114.057914,22.637382",12,33
114.029563,22.528182,"2014/6/12 16:38",290382965,"68·","114.029563,22.528182",4,10
114.063835,22.537517,"2014/6/12 18:16",328846680,"68·","114.063835,22.537517",21,15
114.037918,22.616195,"2014/6/12 19:09",290577978,"68·","114.037918,22.616195",10,30
114.058967,22.638183,"2014/6/12 19:42",328269308,"68·","114.058967,22.638183",12,33
114.042465,22.63945,"2014/6/12 22:07",327119929,"68·","114.042465,22.63945",2,31
114.037399,22.641866,"2014/6/12 22:08",330365684,"68·","114.037399,22.641866",2,31
114.033317,22.642816,"2014/6/12 22:10",80385255,"68·","114.033317,22.642816",2,31
114.037765,22.6161,"2014/6/12 22:20",329906926,"68·","114.037765,22.6161",10,30
114.076499,22.544633,"2014/6/12 22:40",298976770,"68·","114.076499,22.544633",9,17
114.046279,22.5191,"2014/6/12 22:53",323876966,"68·","114.046279,22.5191",8,12
114.065551,22.538032,"2014/6/12 12:02",281217570,"68·","114.065551,22.538032",21,15
114.042663,22.639383,"2014/6/12 14:28",323562033,"68·","114.042663,22.639383",2,31
114.041847,22.639799,"2014/6/12 14:29",323402655,"68·","114.041847,22.639799",2,31
114.035598,22.621017,"2014/6/12 14:43",290654164,"68·","114.035598,22.621017",10,30
114.038749,22.522899,"2014/6/12 14:25",324261601,"68·","114.038749,22.522899",5,11
114.051918,22.518083,"2014/6/12 14:28",327126316,"68·","114.051918,22.518083",8,12
114.075767,22.542417,"2014/6/12 14:41",281198316,"68·","114.075767,22.542417",9,17
114.032485,22.62985,"2014/6/12 15:14",680454472,"68·","114.032485,22.62985",10,30
114.059013,22.638183,"2014/6/12 15:36",328649918,"68·","114.059013,22.638183",12,33
114.035499,22.621665,"2014/6/12 14:21",360303678,"68·","114.035499,22.621665",10,30
114.062568,22.6543,"2014/6/12 14:47",700107126,"68·","114.062568,22.6543",1,37
113.937583,22.562299,"2014/6/12 18:11",360211199,"68·","113.937583,22.562299",30,1
114.036849,22.524049,"2014/6/12 18:55",23116564,"68·","114.036849,22.524049",5,11
114.038902,22.522867,"2014/6/12 18:56",329456841,"68·","114.038902,22.522867",5,11
114.040519,22.610116,"2014/6/12 22:42",322171020,"68·","114.040519,22.610116",19,28
114.031814,22.63845,"2014/6/12 11:47",296262693,"68·","114.031814,22.63845",2,31
114.029747,22.528182,"2014/6/12 12:48",329608985,"68·","114.029747,22.528182",4,10
114.035469,22.621883,"2014/6/12 14:38",291141051,"68·","114.035469,22.621883",10,30
114.042747,22.639366,"2014/6/12 16:31",293214586,"68·","114.042747,22.639366",2,31
114.06118,22.572767,"2014/6/12 17:11",329409123,"68·","114.06118,22.572767",38,22
114.062599,22.53585,"2014/6/12 17:36",280678018,"68·","114.062599,22.53585",21,15
113.943931,22.539333,"2014/6/12 18:49",325686021,"68·","113.943931,22.539333",29,4
114.042915,22.520416,"2014/6/12 10:27",330644894,"68·","114.042915,22.520416",8,12
114.071701,22.654916,"2014/6/12 13:17",291741700,"68·","114.071701,22.654916",28,39
114.04277,22.639299,"2014/6/12 13:34",329404348,"68·","114.04277,22.639299",2,31
114.071731,22.543132,"2014/6/12 14:22",290035013,"68·","114.071731,22.543132",9,17
114.063568,22.656,"2014/6/12 17:26",660545644,"68·","114.063568,22.656",1,37
114.063301,22.655866,"2014/6/12 18:54",322463240,"68·","114.063301,22.655866",1,37
114.036003,22.619583,"2014/6/12 19:33",328295912,"68·","114.036003,22.619583",10,30
114.04425,22.599466,"2014/6/12 19:44",293540886,"68·","114.04425,22.599466",24,25
114.046569,22.519033,"2014/6/12 20:19",292850791,"68·","114.046569,22.519033",8,12
114.072448,22.542865,"2014/6/12 21:44",296108163,"68·","114.072448,22.542865",9,17
114.061088,22.647623,"2014/6/12 12:22",291134352,"68·","114.061088,22.647623",13,36
114.052749,22.636749,"2014/6/12 12:34",680205633,"68·","114.052749,22.636749",12,33
114.030036,22.527433,"2014/6/12 14:36",329736689,"68·","114.030036,22.527433",4,10
114.073852,22.542882,"2014/6/12 14:55",294182291,"68·","114.073852,22.542882",9,17
114.062202,22.64015,"2014/6/12 15:58",292094443,"68·","114.062202,22.64015",11,34
114.062919,22.655233,"2014/6/12 17:01",681022163,"68·","114.062919,22.655233",1,37
114.032203,22.639783,"2014/6/12 17:22",294335736,"68·","114.032203,22.639783",2,31
114.03273,22.629365,"2014/6/12 17:27",364049825,"68·","114.03273,22.629365",10,30
114.034149,22.6256,"2014/6/12 17:30",361119414,"68·","114.034149,22.6256",10,30
114.034408,22.624715,"2014/6/12 17:30",325102648,"68·","114.034408,22.624715",10,30
113.940582,22.544549,"2014/6/12 19:21",361214684,"68·","113.940582,22.544549",6,3
113.947784,22.530082,"2014/6/12 19:26",329855086,"68·","113.947784,22.530082",3,5
114.056015,22.518749,"2014/6/12 19:50",330690509,"68·","114.056015,22.518749",27,13
114.062599,22.563199,"2014/6/12 20:14",294017648,"68·","114.062599,22.563199",31,21
114.034736,22.642566,"2014/6/12 20:46",326727523,"68·","114.034736,22.642566",2,31
113.940513,22.544332,"2014/6/12 14:24",325982525,"68·","113.940513,22.544332",6,3
114.051933,22.518066,"2014/6/12 14:48",322621642,"68·","114.051933,22.518066",8,12
114.059196,22.519916,"2014/6/12 14:50",291803220,"68·","114.059196,22.519916",25,14
114.066413,22.659584,"2014/6/12 17:14",360320474,"68·","114.066413,22.659584",1,37
114.061737,22.652551,"2014/6/12 17:15",328120442,"68·","114.061737,22.652551",13,36
114.042648,22.639415,"2014/6/12 17:30",322340983,"68·","114.042648,22.639415",2,31
114.062797,22.536699,"2014/6/12 18:20",20082039,"68·","114.062797,22.536699",21,15
113.940635,22.56015,"2014/6/12 19:25",324289578,"68·","113.940635,22.56015",17,2
113.940734,22.540451,"2014/6/12 19:32",327421728,"68·","113.940734,22.540451",6,3
114.058998,22.519733,"2014/6/12 20:03",293185994,"68·","114.058998,22.519733",25,14
114.058952,22.638116,"2014/6/12 21:05",323862647,"68·","114.058952,22.638116",12,33
114.042564,22.63935,"2014/6/12 13:04",325354318,"68·","114.042564,22.63935",2,31
114.061119,22.572816,"2014/6/12 13:40",291533856,"68·","114.061119,22.572816",38,22
113.996864,22.52935,"2014/6/12 14:20",660646643,"68·","113.996864,22.52935",18,7
114.03823,22.615266,"2014/6/12 16:23",293390297,"68·","114.03823,22.615266",10,30
114.032501,22.629764,"2014/6/12 16:29",327408766,"68·","114.032501,22.629764",10,30
114.060966,22.648134,"2014/6/12 18:41",294300160,"68·","114.060966,22.648134",13,36
114.035949,22.619733,"2014/6/12 19:16",325154522,"68·","114.035949,22.619733",10,30
113.940483,22.55615,"2014/6/12 20:45",292192717,"68·","113.940483,22.55615",17,2
113.940635,22.549116,"2014/6/12 20:48",321997698,"68·","113.940635,22.549116",6,3
113.945114,22.533599,"2014/6/12 20:54",328122247,"68·","113.945114,22.533599",29,4
114.037765,22.615932,"2014/6/12 12:25",294100361,"68·","114.037765,22.615932",10,30
114.02375,22.531499,"2014/6/12 14:03",325746264,"68·","114.02375,22.531499",26,9
114.03749,22.523647,"2014/6/12 14:07",323478674,"68·","114.03749,22.523647",5,11
114.045463,22.598783,"2014/6/12 14:46",360111188,"68·","114.045463,22.598783",24,25
114.040794,22.640256,"2014/6/12 15:06",293171003,"68·","114.040794,22.640256",2,31
114.058815,22.637983,"2014/6/12 15:13",680067114,"68·","114.058815,22.637983",12,33
114.0354,22.5249,"2014/6/12 17:58",329674275,"68·","114.0354,22.5249",5,11
113.937767,22.562299,"2014/6/12 18:43",327232890,"68·","113.937767,22.562299",30,1
113.991348,22.525316,"2014/6/12 19:07",292987164,"68·","113.991348,22.525316",7,6
114.063079,22.536882,"2014/6/12 19:34",294605837,"68·","114.063079,22.536882",21,15
114.063346,22.5375,"2014/6/12 19:35",292314496,"68·","114.063346,22.5375",21,15
114.073364,22.542917,"2014/6/12 19:39",292582624,"68·","114.073364,22.542917",9,17
114.07418,22.542949,"2014/6/12 19:39",322362475,"68·","114.07418,22.542949",9,17
114.061279,22.650936,"2014/6/12 13:02",296261488,"68·","114.061279,22.650936",13,36
114.073883,22.542865,"2014/6/12 16:07",325618505,"68·","114.073883,22.542865",9,17
114.061882,22.640899,"2014/6/12 17:12",292929731,"68·","114.061882,22.640899",11,34
114.072135,22.654716,"2014/6/12 18:37",290762279,"68·","114.072135,22.654716",28,39
114.042152,22.639726,"2014/6/12 18:57",660570793,"68·","114.042152,22.639726",2,31
114.074729,22.543283,"2014/6/12 19:43",294373501,"68·","114.074729,22.543283",9,17
113.940452,22.549133,"2014/6/12 20:37",361163538,"68·","113.940452,22.549133",6,3
113.94033,22.542932,"2014/6/12 20:39",295341932,"68·","113.94033,22.542932",6,3
113.940643,22.540376,"2014/6/12 20:40",290423848,"68·","113.940643,22.540376",6,3
114.062667,22.536783,"2014/6/12 21:17",329883271,"68·","114.062667,22.536783",21,15
114.037384,22.617,"2014/6/12 21:52",330410774,"68·","114.037384,22.617",10,30
114.055053,22.635915,"2014/6/12 22:09",329289644,"68·","114.055053,22.635915",12,33
114.067619,22.536649,"2014/6/12 10:51",326826596,"68·","114.067619,22.536649",0,37
114.076118,22.546333,"2014/6/12 21:58",323912738,"68·","114.076118,22.546333",9,17
114.043106,22.520275,"2014/6/12 22:30",292183936,"68·","114.043106,22.520275",8,12
114.075012,22.542781,"2014/6/12 22:43",292462404,"68·","114.075012,22.542781",9,17
114.033935,22.626699,"2014/6/12 11:58",291184263,"68·","114.033935,22.626699",10,30
114.039634,22.641082,"2014/6/12 14:06",293738344,"68·","114.039634,22.641082",2,31
114.0326,22.629566,"2014/6/12 14:14",361321084,"68·","114.0326,22.629566",10,30
113.940696,22.559616,"2014/6/12 16:14",322886688,"68·","113.940696,22.559616",17,2
114.071998,22.540466,"2014/6/12 17:00",292047548,"68·","114.071998,22.540466",36,16
114.04232,22.603166,"2014/6/12 17:36",291721967,"68·","114.04232,22.603166",0,37
114.034019,22.62655,"2014/6/12 17:52",326316777,"68·","114.034019,22.62655",10,30
114.034019,22.62655,"2014/6/12 17:53",292962334,"68·","114.034019,22.62655",10,30
114.062065,22.640266,"2014/6/12 18:17",361076304,"68·","114.062065,22.640266",11,34
114.061546,22.652215,"2014/6/12 19:53",291135332,"68·","114.061546,22.652215",13,36
114.056068,22.636316,"2014/6/12 20:03",295019390,"68·","114.056068,22.636316",12,33
114.056068,22.636316,"2014/6/12 20:04",291555467,"68·","114.056068,22.636316",12,33
114.04203,22.639682,"2014/6/12 20:08",321853232,"68·","114.04203,22.639682",2,31
114.031753,22.637382,"2014/6/12 20:12",23047690,"68·","114.031753,22.637382",2,31
114.032203,22.6317,"2014/6/12 20:16",20975469,"68·","114.032203,22.6317",10,30
113.940666,22.560716,"2014/6/12 21:49",322556737,"68·","113.940666,22.560716",17,2
113.94046,22.557006,"2014/6/12 21:50",294796651,"68·","113.94046,22.557006",17,2
113.940513,22.556983,"2014/6/12 21:50",321662386,"68·","113.940513,22.556983",17,2
113.94358,22.539266,"2014/6/12 21:58",327200349,"68·","113.94358,22.539266",29,4
114.071617,22.538665,"2014/6/12 22:30",661026049,"68·","114.071617,22.538665",0,37
114.064323,22.551395,"2014/6/12 22:38",329572670,"68·","114.064323,22.551395",20,20
114.040618,22.610349,"2014/6/12 22:51",20547755,"68·","114.040618,22.610349",19,28
114.033592,22.627136,"2014/6/12 22:56",297675023,"68·","114.033592,22.627136",10,30
114.035835,22.620466,"2014/6/12 14:34",661514044,"68·","114.035835,22.620466",10,30
114.061782,22.641033,"2014/6/12 14:59",327562402,"68·","114.061782,22.641033",11,34
113.940551,22.562299,"2014/6/12 18:19",360997220,"68·","113.940551,22.562299",17,2
114.028518,22.528383,"2014/6/12 19:01",293956466,"68·","114.028518,22.528383",4,10
114.063079,22.536916,"2014/6/12 19:22",327520830,"68·","114.063079,22.536916",21,15
113.943603,22.5393,"2014/6/12 11:21",294804098,"68·","113.943603,22.5393",29,4
114.063217,22.528749,"2014/6/12 11:49",251310447,"68·","114.063217,22.528749",25,14
114.052597,22.636766,"2014/6/12 14:20",290705820,"68·","114.052597,22.636766",12,33
114.042449,22.639467,"2014/6/12 14:23",360638863,"68·","114.042449,22.639467",2,31
114.064483,22.537817,"2014/6/12 15:18",328825833,"68·","114.064483,22.537817",21,15
114.063346,22.5254,"2014/6/12 17:29",280254153,"68·","114.063346,22.5254",25,14
114.072265,22.542833,"2014/6/12 17:40",251277264,"68·","114.072265,22.542833",9,17
114.045501,22.5988,"2014/6/12 18:21",330671899,"68·","114.045501,22.5988",24,25
114.040168,22.605699,"2014/6/12 18:24",291085354,"68·","114.040168,22.605699",32,26
114.038116,22.615615,"2014/6/12 18:29",361314765,"68·","114.038116,22.615615",10,30
114.035331,22.622066,"2014/6/12 18:32",296325978,"68·","114.035331,22.622066",10,30
114.033653,22.627183,"2014/6/12 18:35",328740177,"68·","114.033653,22.627183",10,30
114.040481,22.610549,"2014/6/12 11:30",291173583,"68·","114.040481,22.610549",19,28
114.072013,22.654832,"2014/6/12 13:30",251230688,"68·","114.072013,22.654832",28,39
114.039833,22.640882,"2014/6/12 13:49",323450606,"68·","114.039833,22.640882",2,31
114.071464,22.543123,"2014/6/12 14:39",296124374,"68·","114.071464,22.543123",9,17
114.05883,22.519783,"2014/6/12 16:34",326960632,"68·","114.05883,22.519783",25,14
114.060218,22.520782,"2014/6/12 20:39",329573658,"68·","114.060218,22.520782",25,14
114.029296,22.528299,"2014/6/12 20:51",320467035,"68·","114.029296,22.528299",4,10
113.940513,22.54895,"2014/6/12 21:29",290239785,"68·","113.940513,22.54895",6,3
113.941314,22.539249,"2014/6/12 21:33",324601017,"68·","113.941314,22.539249",6,3
114.051635,22.517967,"2014/6/12 21:59",323624256,"68·","114.051635,22.517967",8,12
114.07357,22.5428,"2014/6/12 22:12",292989839,"68·","114.07357,22.5428",9,17
114.072052,22.654783,"2014/6/12 12:21",322015841,"68·","114.072052,22.654783",28,39
114.066497,22.55105,"2014/6/12 13:12",361368781,"68·","114.066497,22.55105",20,20
114.029663,22.528165,"2014/6/12 13:36",290384039,"68·","114.029663,22.528165",4,10
114.04528,22.51925,"2014/6/12 15:03",23612773,"68·","114.04528,22.51925",8,12
114.036483,22.618917,"2014/6/12 15:47",291447042,"68·","114.036483,22.618917",10,30
114.03643,22.6186,"2014/6/12 18:00",292388928,"68·","114.03643,22.6186",10,30
114.060264,22.520872,"2014/6/12 18:51",50530796,"68·","114.060264,22.520872",25,14
114.058769,22.637983,"2014/6/12 21:27",293985695,"68·","114.058769,22.637983",12,33
114.037483,22.641866,"2014/6/12 11:09",322903755,"68·","114.037483,22.641866",2,31
114.063003,22.528133,"2014/6/12 12:05",321951559,"68·","114.063003,22.528133",25,14
114.038002,22.615533,"2014/6/12 13:57",20497734,"68·","114.038002,22.615533",10,30
114.035919,22.620117,"2014/6/12 14:00",361368801,"68·","114.035919,22.620117",10,30
114.034812,22.642517,"2014/6/12 14:13",20344941,"68·","114.034812,22.642517",2,31
114.061798,22.6389,"2014/6/12 15:31",330554054,"68·","114.061798,22.6389",11,34
114.04528,22.519483,"2014/6/12 16:48",326620201,"68·","114.04528,22.519483",8,12
113.940666,22.53985,"2014/6/12 17:42",290046586,"68·","113.940666,22.53985",6,3
114.063018,22.523567,"2014/6/12 18:18",20205975,"68·","114.063018,22.523567",25,14
114.033851,22.626916,"2014/6/12 19:14",297732255,"68·","114.033851,22.626916",10,30
114.065299,22.658082,"2014/6/12 19:45",321624912,"68·","114.065299,22.658082",1,37
114.035919,22.619684,"2014/6/12 14:16",321835528,"68·","114.035919,22.619684",10,30
114.065353,22.551349,"2014/6/12 17:04",20229546,"68·","114.065353,22.551349",20,20
114.044952,22.596916,"2014/6/12 20:17",700157116,"68·","114.044952,22.596916",33,24
113.940467,22.548666,"2014/6/12 21:40",322169214,"68·","113.940467,22.548666",6,3
113.940498,22.545217,"2014/6/12 21:41",330133897,"68·","113.940498,22.545217",6,3
114.069732,22.551183,"2014/6/12 22:24",329434675,"68·","114.069732,22.551183",37,19
114.044654,22.599239,"2014/6/12 22:34",324400175,"68·","114.044654,22.599239",24,25
114.034683,22.642517,"2014/6/12 22:49",360425650,"68·","114.034683,22.642517",2,31
114.045516,22.596412,"2014/6/12 8:55",322776159,"68·","114.045516,22.596412",33,24
113.940498,22.548967,"2014/6/12 15:17",330133833,"68·","113.940498,22.548967",6,3
114.040435,22.610466,"2014/6/12 16:34",322595064,"68·","114.040435,22.610466",19,28
114.03627,22.6189,"2014/6/12 16:38",323831212,"68·","114.03627,22.6189",10,30
114.063064,22.536949,"2014/6/12 10:03",330047459,"68·","114.063064,22.536949",21,15
114.058403,22.6378,"2014/6/12 12:40",322253359,"68·","114.058403,22.6378",12,33
114.042564,22.639432,"2014/6/12 12:46",297423738,"68·","114.042564,22.639432",2,31
114.032867,22.641099,"2014/6/12 12:52",324771749,"68·","114.032867,22.641099",2,31
114.032546,22.629533,"2014/6/12 12:54",291302242,"68·","114.032546,22.629533",10,30
114.040611,22.609821,"2014/6/12 13:02",285092471,"68·","114.040611,22.609821",19,28
113.943649,22.539417,"2014/6/12 13:57",292368599,"68·","113.943649,22.539417",29,4
114.052597,22.51815,"2014/6/12 15:09",330017567,"68·","114.052597,22.51815",8,12
114.063079,22.537183,"2014/6/12 15:18",326524992,"68·","114.063079,22.537183",21,15
114.065933,22.538282,"2014/6/12 15:19",293878933,"68·","114.065933,22.538282",21,15
114.045799,22.598699,"2014/6/12 15:41",323597493,"68·","114.045799,22.598699",24,25
114.059364,22.638317,"2014/6/12 16:10",361458423,"68·","114.059364,22.638317",12,33
114.035339,22.642522,"2014/6/12 17:55",291172052,"68·","114.035339,22.642522",2,31
114.061218,22.5727,"2014/6/12 18:27",80094939,"68·","114.061218,22.5727",38,22
113.940536,22.543516,"2014/6/12 19:55",290673400,"68·","113.940536,22.543516",6,3
114.076202,22.546632,"2014/6/12 20:38",294357609,"68·","114.076202,22.546632",9,17
114.032966,22.641166,"2014/6/12 21:11",291387579,"68·","114.032966,22.641166",2,31
113.940368,22.543382,"2014/6/12 14:09",292221659,"68·","113.940368,22.543382",6,3
113.945114,22.5349,"2014/6/12 14:12",23604203,"68·","113.945114,22.5349",29,4
114.062576,22.562576,"2014/6/12 15:03",330603455,"68·","114.062576,22.562576",31,21
114.053932,22.6361,"2014/6/12 16:51",296073461,"68·","114.053932,22.6361",12,33
114.034484,22.624666,"2014/6/12 17:04",330626848,"68·","114.034484,22.624666",10,30
114.076049,22.544666,"2014/6/12 17:43",328375795,"68·","114.076049,22.544666",9,17
114.046615,22.519016,"2014/6/12 18:01",361345446,"68·","114.046615,22.519016",8,12
113.94062,22.559217,"2014/6/12 18:56",330395971,"68·","113.94062,22.559217",17,2
113.94065,22.542917,"2014/6/12 19:01",290889463,"68·","113.94065,22.542917",6,3
113.940696,22.540367,"2014/6/12 19:04",324254782,"68·","113.940696,22.540367",6,3
114.063133,22.534999,"2014/6/12 19:42",329301819,"68·","114.063133,22.534999",21,15
114.03495,22.642583,"2014/6/12 12:53",328188615,"68·","114.03495,22.642583",2,31
114.052314,22.5181,"2014/6/12 15:19",360147814,"68·","114.052314,22.5181",8,12
114.05828,22.637649,"2014/6/12 18:08",360238797,"68·","114.05828,22.637649",12,33
114.031944,22.638475,"2014/6/12 18:22",361362802,"68·","114.031944,22.638475",2,31
114.062431,22.56355,"2014/6/12 18:58",322535375,"68·","114.062431,22.56355",31,21
113.94503,22.537849,"2014/6/12 20:18",290556896,"68·","113.94503,22.537849",29,4
114.023773,22.531444,"2014/6/12 20:31",293571457,"68·","114.023773,22.531444",26,9
114.03025,22.527399,"2014/6/12 20:33",292247690,"68·","114.03025,22.527399",4,10
114.043113,22.520334,"2014/6/12 20:39",150058136,"68·","114.043113,22.520334",8,12
114.073616,22.542949,"2014/6/12 20:53",294422593,"68·","114.073616,22.542949",9,17
114.036384,22.618949,"2014/6/12 21:22",20353506,"68·","114.036384,22.618949",10,30
114.06134,22.644187,"2014/6/12 21:49",328652679,"68·","114.06134,22.644187",39,35
114.037338,22.616176,"2014/6/12 16:23",327242510,"68·","114.037338,22.616176",10,30
114.034797,22.624599,"2014/6/12 11:36",330055290,"68·","114.034797,22.624599",10,30
114.040466,22.610466,"2014/6/12 11:42",330341446,"68·","114.040466,22.610466",19,28
114.039031,22.522699,"2014/6/12 13:26",328342393,"68·","114.039031,22.522699",5,11
114.040573,22.610801,"2014/6/12 14:09",292748453,"68·","114.040573,22.610801",19,28
114.042633,22.639415,"2014/6/12 15:51",321697391,"68·","114.042633,22.639415",2,31
114.060096,22.52075,"2014/6/12 16:53",322939451,"68·","114.060096,22.52075",25,14
113.94062,22.561983,"2014/6/12 17:44",291108390,"68·","113.94062,22.561983",17,2
113.940696,22.540084,"2014/6/12 17:58",326304490,"68·","113.940696,22.540084",6,3
114.052551,22.518167,"2014/6/12 18:31",293939429,"68·","114.052551,22.518167",8,12
114.073982,22.5429,"2014/6/12 18:54",293659835,"68·","114.073982,22.5429",9,17
114.034957,22.622816,"2014/6/12 8:42",325010123,"68·","114.034957,22.622816",10,30
114.040618,22.610549,"2014/6/12 18:03",329868157,"68·","114.040618,22.610549",19,28
114.042137,22.639516,"2014/6/13 19:04",329865343,"68·","114.042137,22.639516",2,31
114.06488,22.551395,"2014/6/13 21:40",322937135,"68·","114.06488,22.551395",20,20
114.032234,22.639734,"2014/6/13 6:49",327117884,"68·","114.032234,22.639734",2,31
114.031753,22.6373,"2014/6/13 6:49",681078053,"68·","114.031753,22.6373",2,31
114.03218,22.631834,"2014/6/13 6:51",328177021,"68·","114.03218,22.631834",10,30
114.062751,22.536867,"2014/6/13 7:22",326380049,"68·","114.062751,22.536867",21,15
114.037048,22.523965,"2014/6/13 7:36",293143858,"68·","114.037048,22.523965",5,11
114.05178,22.518066,"2014/6/13 9:42",296159246,"68·","114.05178,22.518066",8,12
114.036514,22.61885,"2014/6/13 10:21",329760741,"68·","114.036514,22.61885",10,30
